"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 05 12:27:04 AMT 2022","Mon Dec 05 12:27:05 AMT 2022","65","Default Suite","api-testing-emotional-help","com.epam.rd.runners.TestRunner","com.epam.rd.runners.TestRunner","runScenario","Runs Cucumber Scenarios",""
